년도,월,일,사용분야,수입지출여부,금액,총금액
2021,2,15,MT,지출,3757,295600
2022,4,26,체육대회,수입,6772,302372
2020,2,12,여행,지출,2331,300041
2022,1,15,체육대회,지출,1137,298904
2022,4,28,쇼핑,수입,3064,301968
2021,10,28,MT,지출,6032,295936
2023,5,17,MT,지출,8809,287127
2022,10,11,여행,지출,9053,278074
2021,4,19,쇼핑,수입,4793,282867
2021,5,12,쇼핑,지출,6681,276186
2021,10,21,체육대회,지출,1767,274419
2020,4,27,식사,수입,4284,278703
2022,10,10,식사,수입,2922,281625
2021,4,4,식사,지출,5242,276383
2023,5,6,여행,수입,8209,284592
2023,1,20,여행,지출,9895,274697
2022,7,29,MT,지출,2284,272413
2022,6,15,식사,지출,1104,271309
2021,8,28,여행,수입,8419,279728
2021,3,13,쇼핑,수입,3251,282979
2023,12,28,식사,수입,7409,290388
2022,3,24,체육대회,지출,4527,285861
2021,6,21,쇼핑,지출,1782,284079
2022,1,20,여행,수입,6169,290248
2020,11,16,여행,지출,5910,284338
2021,11,16,체육대회,지출,6987,277351
2023,7,20,여행,수입,2383,279734
2022,9,10,쇼핑,수입,5792,285526
2020,6,5,쇼핑,수입,3939,289465
2021,9,13,MT,지출,3640,285825
2021,7,11,쇼핑,지출,8301,277524
2021,5,8,MT,지출,4080,273444
2022,2,27,식사,지출,4366,269078
2021,3,28,체육대회,지출,1646,267432
2022,4,27,식사,수입,7800,275232
2023,3,19,쇼핑,지출,8143,267089
2022,3,11,MT,수입,8493,275582
2021,6,16,여행,지출,6803,268779
2023,12,26,MT,지출,7020,261759
2021,2,22,여행,수입,5688,267447
2022,10,25,여행,지출,4252,263195
2022,2,19,여행,수입,5209,268404
2023,6,26,MT,수입,4493,272897
2021,6,9,식사,지출,3049,269848
2021,4,14,여행,지출,7738,262110
2023,10,25,쇼핑,지출,1419,260691
2022,1,29,식사,수입,5818,266509
2020,2,5,쇼핑,지출,8759,257750
2023,7,17,MT,수입,2906,260656
2023,7,20,쇼핑,수입,1446,262102
2021,9,11,체육대회,지출,6678,255424
2022,6,5,쇼핑,수입,7101,262525
2020,1,3,체육대회,지출,5847,256678
2020,4,29,식사,지출,3967,252711
2022,7,29,식사,지출,2321,250390
2020,5,12,MT,지출,6703,243687
2021,9,9,체육대회,수입,1078,244765
2020,10,25,쇼핑,수입,7507,252272
2022,8,8,여행,지출,9998,242274
2021,2,3,여행,수입,5845,248119
2022,9,27,MT,수입,8113,256232
2022,4,22,여행,지출,4371,251861
2022,7,16,쇼핑,수입,8370,260231
2020,1,21,쇼핑,수입,7128,267359
2023,3,1,여행,지출,6026,261333
2021,2,20,쇼핑,지출,9741,251592
2023,3,16,여행,수입,9284,260876
2022,9,17,쇼핑,수입,6064,266940
2020,10,22,쇼핑,지출,2600,264340
2023,1,15,여행,수입,9639,273979
2023,12,19,MT,지출,7913,266066
2021,4,17,체육대회,지출,6122,259944
2020,2,6,식사,수입,7742,267686
2020,1,21,식사,수입,3376,271062
2023,1,17,식사,지출,9744,261318
2020,4,22,MT,지출,6055,255263
2023,3,6,식사,수입,3459,258722
2021,6,1,쇼핑,지출,2034,256688
2022,10,25,체육대회,수입,3196,259884
2021,4,15,여행,수입,5552,265436
2023,2,14,체육대회,수입,1844,267280
2022,12,23,식사,수입,8868,276148
2023,6,9,체육대회,지출,2128,274020
2020,4,9,쇼핑,지출,8610,265410
2023,10,8,쇼핑,수입,6685,272095
2021,8,24,여행,지출,1358,270737
2022,11,27,MT,수입,1404,272141
2021,3,31,MT,수입,4961,277102
2021,3,19,체육대회,수입,3347,280449
2020,5,4,MT,수입,8018,288467
2022,11,24,체육대회,수입,2890,291357
2020,2,12,쇼핑,수입,7170,298527
2023,1,23,MT,지출,9978,288549
2022,3,10,식사,수입,4044,292593
2020,12,3,식사,수입,3134,295727
2023,8,11,체육대회,수입,8635,304362
2023,7,14,체육대회,수입,3437,307799
2021,7,31,여행,수입,2437,310236
2021,5,4,체육대회,지출,3884,306352
2023,10,1,식사,지출,3010,303342
2020,12,7,식사,지출,9951,293391
2020,11,15,체육대회,수입,2302,295693
2022,11,2,쇼핑,지출,3945,291748
2023,6,29,쇼핑,지출,5542,286206
2021,2,23,쇼핑,수입,7195,293401
2020,2,23,여행,지출,9996,283405
2023,9,22,식사,지출,2074,281331
2022,3,6,쇼핑,지출,3701,277630
2021,9,11,쇼핑,수입,9896,287526
2021,7,29,식사,지출,8510,279016
2022,11,25,쇼핑,지출,9137,269879
2022,3,15,여행,수입,4532,274411
2022,1,18,식사,지출,8579,265832
2022,2,14,체육대회,수입,1312,267144
2020,6,24,식사,지출,6155,260989
2022,5,8,식사,수입,1154,262143
2020,12,1,쇼핑,지출,4377,257766
2020,12,29,식사,지출,3350,254416
2023,7,21,체육대회,지출,2084,252332
2023,6,12,식사,수입,3700,256032
2021,6,22,체육대회,지출,9329,246703
2023,2,10,쇼핑,지출,1374,245329
2020,4,29,쇼핑,지출,9859,235470
2023,1,26,여행,수입,9598,245068
2022,6,16,체육대회,지출,4486,240582
2023,3,1,쇼핑,지출,9366,231216
2022,7,26,체육대회,수입,2347,233563
2022,8,6,식사,수입,8949,242512
2023,10,8,체육대회,수입,9288,251800
2020,12,17,MT,지출,6266,245534
2022,3,13,식사,지출,9157,236377
2023,9,12,여행,지출,4739,231638
2020,11,1,MT,지출,3595,228043
2020,10,2,쇼핑,지출,4579,223464
2020,2,23,쇼핑,수입,9712,233176
2022,9,22,체육대회,수입,9775,242951
2023,5,4,체육대회,지출,8756,234195
2020,2,28,여행,수입,1618,235813
2022,5,11,MT,지출,5552,230261
2021,11,12,식사,지출,4784,225477
2020,7,23,체육대회,수입,6490,231967
2022,6,17,체육대회,지출,2762,229205
2020,1,25,MT,지출,2214,226991
2023,8,14,여행,지출,3267,223724
2021,9,30,식사,수입,4799,228523
2020,7,18,여행,지출,7748,220775
2021,1,9,여행,지출,4208,216567
2022,9,27,체육대회,지출,3448,213119
2023,9,24,체육대회,지출,7630,205489
2023,6,8,체육대회,지출,9142,196347
2023,4,3,체육대회,지출,8444,187903
2023,2,4,쇼핑,수입,5636,193539
2022,10,11,쇼핑,지출,6139,187400
2022,7,3,쇼핑,수입,1336,188736
2020,12,18,체육대회,지출,3284,185452
2020,6,19,식사,수입,9644,195096
2021,3,4,여행,수입,2138,197234
2020,4,25,체육대회,지출,3982,193252
2023,4,29,MT,지출,4321,188931
2022,7,15,MT,수입,5489,194420
2020,11,4,쇼핑,지출,1029,193391
2023,3,22,여행,지출,2221,191170
2020,1,15,여행,수입,8091,199261
2021,10,9,쇼핑,지출,6424,192837
2020,7,27,식사,수입,4268,197105
2023,12,22,쇼핑,지출,4114,192991
2021,4,6,쇼핑,수입,2946,195937
2020,9,19,여행,지출,5768,190169
2021,1,29,체육대회,지출,9990,180179
2020,10,25,여행,수입,9314,189493
2021,3,29,쇼핑,지출,4987,184506
2021,5,23,쇼핑,지출,3895,180611
2022,11,29,쇼핑,지출,8304,172307
2021,6,8,여행,지출,5797,166510
2022,6,28,쇼핑,수입,2586,169096
2021,4,4,쇼핑,수입,4847,173943
2023,10,30,여행,수입,7913,181856
2023,4,29,체육대회,지출,5629,176227
2021,2,26,MT,지출,3783,172444
2020,4,25,쇼핑,지출,5181,167263
2022,8,24,체육대회,수입,7595,174858
2023,10,3,쇼핑,수입,9698,184556
2020,1,16,여행,수입,5997,190553
2022,1,26,체육대회,수입,7281,197834
2021,9,10,여행,지출,7479,190355
2023,12,1,MT,수입,7417,197772
2023,12,27,쇼핑,수입,1725,199497
2022,8,17,MT,수입,5055,204552
2021,5,26,식사,지출,1427,203125
2020,5,10,여행,지출,3997,199128
2020,7,27,체육대회,지출,2584,196544
2020,6,29,MT,지출,4741,191803
2023,12,31,여행,지출,8054,183749
2020,3,28,식사,지출,3789,179960
2020,6,3,식사,지출,6523,173437
2023,2,6,여행,지출,3492,169945
2020,10,7,쇼핑,수입,3127,173072
2023,8,6,MT,지출,1824,171248
2021,9,16,식사,지출,4951,166297
2023,6,12,MT,수입,6908,173205
2022,12,23,여행,지출,8997,164208
2023,1,15,쇼핑,수입,5927,170135
2021,12,20,쇼핑,수입,3562,173697
2021,2,1,MT,지출,8287,165410
2021,2,18,식사,지출,4238,161172
2023,3,31,식사,지출,5036,156136
2020,6,9,식사,수입,8076,164212
2022,1,14,식사,지출,5759,158453
2020,12,14,쇼핑,수입,4571,163024
2020,11,6,식사,수입,4573,167597
2022,11,21,식사,수입,7844,175441
2022,9,1,쇼핑,지출,8029,167412
2020,7,2,쇼핑,지출,5022,162390
2022,8,28,여행,수입,5610,168000
2022,10,2,MT,수입,8024,176024
2022,4,13,체육대회,수입,6392,182416
2023,1,9,식사,지출,6199,176217
2023,3,13,MT,수입,2410,178627
2021,8,13,쇼핑,지출,1609,177018
2023,8,26,식사,지출,9487,167531
2023,5,27,MT,수입,6077,173608
2021,5,26,여행,지출,7426,166182
2021,4,2,체육대회,지출,9542,156640
2020,7,19,여행,수입,5550,162190
2021,11,23,쇼핑,수입,6402,168592
2022,8,20,쇼핑,지출,6237,162355
2022,1,18,MT,수입,1749,164104
2022,10,14,식사,수입,5611,169715
2023,2,6,쇼핑,지출,8854,160861
2020,11,18,여행,수입,5306,166167
2023,11,27,체육대회,수입,7500,173667
2020,11,17,쇼핑,수입,1128,174795
2020,9,28,식사,수입,2937,177732
2020,9,8,여행,수입,1492,179224
2020,2,23,식사,수입,3663,182887
2023,10,27,MT,수입,1287,184174
2020,9,7,MT,지출,5368,178806
2020,1,10,체육대회,수입,5493,184299
2022,12,21,쇼핑,지출,4423,179876
2020,10,17,식사,수입,1467,181343
2020,7,2,체육대회,지출,1070,180273
2022,7,19,쇼핑,지출,8408,171865
2021,1,9,여행,수입,5037,176902
2020,12,17,쇼핑,지출,4545,172357
2021,3,29,여행,수입,1033,173390
2023,2,9,쇼핑,수입,3898,177288
2021,3,15,체육대회,수입,1709,178997
2021,8,12,쇼핑,수입,9136,188133
2020,11,19,식사,수입,1105,189238
2022,7,16,쇼핑,수입,8906,198144
2021,12,22,식사,지출,1579,196565
2023,5,19,여행,지출,2776,193789
2021,12,4,체육대회,지출,2520,191269
2023,1,15,체육대회,수입,9635,200904
2023,5,23,쇼핑,지출,1152,199752
2021,6,22,식사,지출,6232,193520
2020,2,18,체육대회,수입,2939,196459
2021,1,17,여행,지출,9371,187088
2022,12,8,식사,지출,2376,184712
2023,2,9,식사,수입,5591,190303
2023,3,9,MT,지출,8868,181435
2021,7,9,체육대회,지출,2898,178537
2021,9,28,식사,수입,5741,184278
2020,2,17,MT,수입,7628,191906
2022,1,14,여행,수입,6329,198235
2021,2,8,식사,수입,2374,200609
2023,12,7,쇼핑,수입,5007,205616
2022,5,9,MT,지출,4411,201205
2020,11,16,MT,지출,4776,196429
2022,10,8,식사,지출,6084,190345
2022,11,5,MT,지출,5634,184711
2020,10,6,여행,지출,1083,183628
2021,2,17,MT,수입,2140,185768
2022,2,12,여행,수입,5654,191422
2022,8,14,쇼핑,지출,6414,185008
2022,11,17,MT,수입,5398,190406
2021,4,6,체육대회,수입,5504,195910
2023,9,14,MT,지출,7186,188724
2020,10,13,여행,지출,8041,180683
2021,1,31,체육대회,지출,2124,178559
2023,11,27,쇼핑,수입,1417,179976
2021,10,16,여행,수입,7262,187238
2020,6,25,쇼핑,수입,1521,188759
2020,7,28,MT,수입,7862,196621
2020,4,3,체육대회,수입,9716,206337
2022,4,28,MT,수입,2382,208719
2022,9,23,여행,수입,9226,217945
2022,9,18,여행,수입,1022,218967
2023,7,22,체육대회,지출,6008,212959
2021,6,22,체육대회,지출,7732,205227
2023,2,9,체육대회,수입,4640,209867
2020,12,23,체육대회,지출,4839,205028
2020,2,27,체육대회,지출,9359,195669
2023,6,19,체육대회,수입,3608,199277
2020,8,10,쇼핑,수입,5686,204963
2023,2,9,쇼핑,수입,2651,207614
2023,2,21,쇼핑,수입,8791,216405
2023,7,30,체육대회,지출,4131,212274
2020,3,3,체육대회,지출,4055,208219
2023,8,13,쇼핑,지출,9314,198905
2023,8,31,여행,지출,5595,193310
2023,6,23,쇼핑,지출,3776,189534
2022,6,6,MT,수입,6625,196159
2021,8,26,쇼핑,지출,1854,194305
2022,4,22,쇼핑,수입,8585,202890
2021,5,31,여행,지출,6400,196490
2020,4,26,여행,지출,9608,186882
2021,5,26,체육대회,지출,5326,181556
2021,10,27,MT,수입,4574,186130
2021,2,6,식사,지출,1742,184388
2023,3,15,여행,지출,7137,177251
2023,7,31,여행,수입,4368,181619
2020,9,7,체육대회,수입,8903,190522
2021,1,3,체육대회,수입,3962,194484
2023,4,1,체육대회,지출,9259,185225
2022,8,21,쇼핑,수입,8391,193616
2021,6,20,MT,수입,3854,197470
2020,12,7,여행,수입,4197,201667
2020,12,24,쇼핑,수입,3351,205018
2023,6,29,체육대회,지출,3886,201132
2023,8,12,쇼핑,지출,3297,197835
2021,5,14,체육대회,지출,5203,192632
2021,11,29,쇼핑,수입,1153,193785
2022,7,21,MT,지출,5144,188641
2023,11,10,쇼핑,지출,1817,186824
2021,7,7,MT,지출,1671,185153
2021,3,29,MT,수입,3889,189042
2022,12,29,MT,수입,6513,195555
2023,3,5,여행,수입,4150,199705
2020,9,5,체육대회,수입,8872,208577
2020,9,9,체육대회,수입,2265,210842
2020,12,1,체육대회,수입,4673,215515
2020,11,18,체육대회,수입,6725,222240
2021,4,11,체육대회,지출,9618,212622
2023,1,11,체육대회,지출,1039,211583
2022,9,21,식사,지출,8272,203311
2021,3,18,여행,지출,6390,196921
2022,2,6,쇼핑,지출,5346,191575
2022,8,30,쇼핑,지출,6300,185275
2020,9,14,쇼핑,지출,3112,182163
2023,3,16,MT,지출,5528,176635
2023,11,20,체육대회,수입,9817,186452
2023,6,18,식사,지출,9880,176572
2021,8,5,여행,수입,5673,182245
2022,3,15,MT,지출,7762,174483
2023,1,22,여행,지출,3066,171417
2021,8,5,체육대회,지출,2178,169239
2020,12,18,체육대회,지출,9674,159565
2020,8,5,쇼핑,수입,4254,163819
2023,2,13,MT,수입,6641,170460
2021,10,20,쇼핑,수입,9237,179697
2023,12,26,MT,지출,2663,177034
2023,5,16,MT,지출,7664,169370
2022,1,22,MT,수입,3760,173130
2023,9,24,식사,지출,9222,163908
2021,4,18,MT,지출,7773,156135
2023,12,6,쇼핑,수입,8907,165042
2021,9,27,쇼핑,수입,7309,172351
2020,10,17,여행,지출,7638,164713
2020,8,11,MT,지출,6645,158068
2022,5,10,쇼핑,지출,6920,151148
2023,1,16,체육대회,수입,4874,156022
2022,9,25,MT,수입,7177,163199
2023,6,17,여행,지출,7980,155219
2022,12,13,MT,지출,6346,148873
2022,2,7,체육대회,수입,9054,157927
2023,12,22,여행,수입,8990,166917
2021,8,25,식사,지출,8421,158496
2023,11,20,쇼핑,수입,4670,163166
2022,9,12,여행,수입,2666,165832
2020,9,9,식사,지출,3807,162025
2023,2,27,식사,수입,2880,164905
2023,2,5,식사,지출,3590,161315
2021,10,7,체육대회,수입,6404,167719
2022,8,2,쇼핑,수입,4533,172252
2022,3,25,여행,지출,9176,163076
2021,12,2,체육대회,수입,5718,168794
2022,3,10,MT,지출,2731,166063
2020,10,27,체육대회,수입,2161,168224
2022,9,28,식사,수입,7760,175984
2021,4,2,MT,지출,6358,169626
2023,11,3,MT,수입,1716,171342
2022,5,8,쇼핑,수입,3009,174351
2020,9,15,쇼핑,수입,8389,182740
2020,3,23,식사,수입,8857,191597
2022,10,1,MT,수입,5695,197292
2020,7,1,여행,수입,3194,200486
2021,5,1,식사,지출,5264,195222
2022,11,14,식사,지출,8156,187066
2022,5,15,식사,지출,7516,179550
2020,10,12,MT,수입,5495,185045
2023,11,3,쇼핑,지출,1002,184043
2023,6,23,여행,지출,8581,175462
2021,6,2,여행,지출,4664,170798
2022,2,21,쇼핑,지출,8403,162395
2022,4,1,체육대회,지출,5630,156765
2020,10,19,MT,지출,5400,151365
2021,8,26,쇼핑,수입,2475,153840
2023,6,6,체육대회,지출,9791,144049
2022,8,17,여행,지출,7983,136066
2020,7,13,여행,지출,2170,133896
2023,6,17,쇼핑,지출,4727,129169
2022,2,17,여행,수입,9506,138675
2020,10,28,여행,수입,9436,148111
2023,8,18,체육대회,수입,5021,153132
2020,12,14,MT,지출,4199,148933
2021,8,28,체육대회,지출,9662,139271
2020,9,10,MT,수입,2242,141513
2020,3,11,쇼핑,수입,6230,147743
2023,9,2,MT,지출,7402,140341
2020,10,31,여행,수입,1221,141562
2020,9,22,MT,수입,5308,146870
2020,8,27,MT,지출,8124,138746
2020,9,10,체육대회,수입,3411,142157
2023,1,4,체육대회,지출,8157,134000
2022,6,13,식사,지출,3043,130957
2021,9,11,쇼핑,지출,8838,122119
2020,7,21,쇼핑,수입,2344,124463
2022,7,1,식사,지출,2301,122162
2020,11,15,여행,수입,8537,130699
2021,6,10,쇼핑,수입,9933,140632
2023,10,13,식사,수입,9571,150203
2022,8,16,MT,지출,8015,142188
2020,10,10,여행,지출,1081,141107
2023,5,19,쇼핑,지출,1662,139445
2020,3,14,식사,수입,9651,149096
2023,6,12,쇼핑,지출,8076,141020
2020,11,26,MT,수입,9731,150751
2023,8,12,MT,지출,1505,149246
2023,4,29,MT,수입,2178,151424
2021,4,9,쇼핑,지출,4146,147278
2023,4,27,여행,지출,3621,143657
2022,10,8,MT,수입,4397,148054
2020,1,15,체육대회,지출,8045,140009
2020,4,29,식사,수입,1730,141739
2020,12,2,쇼핑,수입,2091,143830
2020,1,16,MT,지출,4207,139623
2021,4,17,여행,지출,5733,133890
2021,12,24,쇼핑,지출,2186,131704
2022,5,21,MT,지출,8768,122936
2021,9,17,식사,지출,9285,113651
2022,7,24,쇼핑,수입,2573,116224
2020,6,17,MT,수입,2723,118947
2021,4,3,식사,수입,2188,121135
2023,8,8,식사,지출,8251,112884
2020,2,7,여행,수입,1718,114602
2023,7,14,여행,수입,7624,122226
2021,6,28,MT,수입,3922,126148
2023,12,5,쇼핑,수입,5497,131645
2021,4,17,쇼핑,지출,2300,129345
2021,2,28,식사,수입,4480,133825
2020,7,3,MT,지출,8299,125526
2022,6,26,체육대회,수입,6751,132277
2020,1,24,여행,수입,6592,138869
2021,11,9,체육대회,수입,1146,140015
2020,2,10,여행,수입,2548,142563
2021,8,12,쇼핑,지출,2957,139606
2020,1,28,식사,수입,8206,147812
2022,5,2,쇼핑,수입,3217,151029
2023,11,19,식사,지출,3320,147709
2021,4,5,여행,지출,2146,145563
2023,6,6,쇼핑,지출,3895,141668
2021,12,26,여행,수입,1956,143624
2021,8,30,식사,지출,1728,141896
2020,5,5,MT,수입,3465,145361
2020,11,2,MT,지출,7544,137817
2022,5,18,체육대회,수입,8038,145855
2022,11,17,체육대회,지출,5255,140600
2021,2,12,MT,지출,6802,133798
2020,5,10,여행,지출,5027,128771
2022,2,26,쇼핑,수입,8525,137296
2021,5,15,식사,지출,9033,128263
2020,10,22,체육대회,지출,4284,123979
2023,11,20,체육대회,수입,8499,132478
2023,7,17,체육대회,지출,2967,129511
2023,6,6,쇼핑,지출,6517,122994
2022,6,25,쇼핑,지출,9316,113678
2023,6,17,MT,수입,7438,121116
2021,6,8,체육대회,수입,8339,129455
2023,12,22,체육대회,수입,9836,139291
2020,8,23,체육대회,지출,1754,137537
2021,10,14,체육대회,수입,2370,139907
2022,2,5,쇼핑,수입,2116,142023
2023,5,26,식사,지출,6442,135581
2022,6,6,쇼핑,수입,8681,144262
2021,7,24,식사,지출,5760,138502
2020,1,12,체육대회,지출,7896,130606
2022,11,13,여행,수입,2433,133039
2022,6,20,쇼핑,지출,4631,128408
2021,4,21,MT,지출,5514,122894
2023,9,26,식사,지출,5332,117562
2023,8,27,쇼핑,수입,1080,118642
2021,2,2,쇼핑,수입,4941,123583
2023,7,8,쇼핑,지출,3931,119652
2023,6,22,식사,지출,4668,114984
2020,7,12,여행,수입,7894,122878
2021,7,8,MT,지출,7723,115155
2023,2,9,쇼핑,지출,9476,105679
2022,5,25,체육대회,수입,9432,115111
2022,2,4,체육대회,지출,9919,105192
2023,2,17,식사,수입,8651,113843
2021,4,23,MT,수입,8716,122559
2020,10,1,MT,수입,7758,130317
2020,4,3,MT,지출,6014,124303
2021,1,1,여행,지출,1612,122691
2022,12,10,MT,수입,3701,126392
2020,1,7,MT,수입,5430,131822
2022,9,19,식사,수입,6620,138442
2020,3,14,MT,수입,6753,145195
2021,7,22,쇼핑,수입,4201,149396
2022,5,31,식사,지출,5770,143626
2022,9,15,체육대회,지출,1346,142280
2023,12,13,체육대회,지출,5478,136802
2022,12,26,쇼핑,지출,9493,127309
2020,9,29,쇼핑,지출,1502,125807
2021,6,19,MT,지출,8676,117131
2020,7,18,식사,수입,4231,121362
2023,8,11,MT,지출,8520,112842
2020,9,12,식사,수입,8826,121668
2021,1,6,체육대회,지출,6185,115483
2021,1,8,쇼핑,지출,5143,110340
2020,5,11,식사,수입,6521,116861
2021,2,11,체육대회,지출,2992,113869
2023,11,14,체육대회,수입,3037,116906
2022,5,30,쇼핑,수입,3488,120394
2023,8,7,식사,지출,9221,111173
2023,4,27,쇼핑,지출,1911,109262
2021,5,8,식사,수입,3968,113230
2022,10,10,체육대회,지출,9491,103739
2022,8,6,MT,지출,6008,97731
2020,11,29,여행,수입,2847,100578
2020,4,20,MT,수입,2550,103128
2023,3,12,체육대회,수입,1449,104577
2022,2,10,식사,지출,2078,102499
2023,12,29,체육대회,수입,2813,105312
2021,8,20,체육대회,지출,9892,95420
2021,10,12,쇼핑,지출,5026,90394
2021,2,24,여행,지출,1280,89114
2022,1,10,식사,지출,7823,81291
2021,2,5,체육대회,지출,7546,73745
2021,7,24,여행,지출,1038,72707
2022,4,27,체육대회,지출,5469,67238
2021,6,23,쇼핑,지출,7348,59890
